MLB Salary Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,HS,HS,HS,HS,HS,HS,HS,HS,HS,JC,JC,JC,JC,JC,JC,JC,JC,JC,4Yr,4Yr,4Yr,4Yr,4Yr,4Yr,4Yr,4Yr,4Yr,,,,,HS,HS,HS,HS,HS,HS,HS,HS,HS,JC,JC,JC,JC,JC,JC,JC,JC,JC,4Yr,4Yr,4Yr,4Yr,4Yr,4Yr,4Yr,4Yr,4Yr
,,,,,,,,10,19,10th Round," $33,361 ",  $-    ,  $-    , $786 ,  $-    ," $21,494 "," $7,180 "," $7,726 "," $11,782 ",  $-    ,  $-    , $917 ," $13,761 "," $9,174 "," $36,697 "," $1,311 ", $334 ," $8,343 "," $12,232 ", $282 ," $16,013 "," $72,477 ",  $-    ," $8,463 ",  $-    ," $1,024 "," $9,523 ",,10,19,10th Round, $-   , $-   , $-   , $-   , $-   , $894 , $-   , $360 ," $8,997 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $3,329 ", $-   ," $2,547 "," $13,264 "
,,,,,,,,10,20,11th - 15th Round," $3,644 "," $1,265 ",  $-    ," $17,459 "," $121,509 "," $55,199 "," $125,825 "," $15,083 "," $48,442 "," $20,271 ", $917 ," $93,456 ",  $-    ," $2,025 ", $477 ," $8,590 "," $19,731 "," $15,500 "," $2,752 "," $14,456 "," $4,787 "," $2,002 "," $19,588 "," $5,756 "," $6,198 "," $21,334 "," $12,208 ",,10,20,11th - 15th Round, $-   , $-   , $-   , $-   , $-   , $644 , $-   , $-   ," $5,697 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $210 , $-   ," $1,024 "," $12,208 "
,,,,,,,,10,21,16th - 20th Round," $25,954 ",  $-    ,  $-    ," $341,389 "," $1,769 "," $244,431 "," $2,691 "," $15,096 "," $76,259 ",  $-    , $262 ," $8,388 ",  $-    ," $1,223 "," $1,562 "," $11,676 ", $938 ," $2,689 ", $607 ," $6,444 ", $122 , $56 ," $6,360 "," $12,277 "," $12,622 "," $13,307 "," $9,453 ",,10,21,16th - 20th Round, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $4,856 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $9,523 "
,,,,,,,,10,22,21st - 25th Round," $1,647 "," $21,844 ",  $-    ,  $-    ," $114,138 ", $894 ," $1,199 "," $40,669 "," $26,928 ",  $-    , $204 ,  $-    ," $2,621 "," $1,258 "," $71,818 ",  $-    ," $5,792 "," $15,832 ", $199 ," $4,893 ", $83 ," $4,836 "," $11,066 "," $3,636 ", $820 ," $36,278 "," $13,844 ",,10,22,21st - 25th Round, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $1,294 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $9,453 "
,,,,,,,,10,23,26th - 30th Round," $2,258 ",  $-    ," $7,506 ",  $-    ,  $-    ," $11,609 "," $102,269 "," $9,844 "," $20,049 ",  $-    ," $1,291 "," $33,639 ",  $-    ," $6,374 ", $188 ," $1,257 "," $6,052 "," $4,397 "," $12,021 "," $1,524 ", $285 ," $9,814 "," $1,641 "," $3,329 "," $16,063 "," $8,192 "," $7,341 ",,10,23,26th - 30th Round, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $7,341 "
,,,,,,,,10,24,31st - 35th Round, $594 ,  $-    ,  $-    ," $17,431 "," $2,466 "," $5,795 "," $5,445 "," $5,359 "," $4,856 ", $97 ," $2,936 ",  $-    ,  $-    ,  $-    ," $2,655 "," $9,645 "," $2,961 "," $3,387 "," $2,676 "," $3,932 "," $1,529 ", $67 ," $5,617 "," $6,297 "," $2,431 "," $9,207 "," $5,470 ",,10,24,31st - 35th Round, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $5,470 "
,,,,,,,,10,25,36th - 40th Round,  $-    , $163 ," $1,053,800 ",  $-    ," $106,151 "," $2,196 "," $4,346 ", $965 ," $43,785 ", $587 ,  $-    ,  $-    ," $3,670 ",  $-    ," $391,276 ",  $-    ," $51,103 "," $94,712 "," $1,918 ", $324 ,  $-    ," $2,502 "," $99,083 "," $7,320 "," $7,313 "," $11,617 "," $14,532 ",,10,25,36th - 40th Round, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
,,,,,,,,10,26,41st Round +," $20,221 ",  $-    , $282 ," $14,951 "," $1,312 "," $38,519 "," $1,029 ", $513 ," $11,996 ", $280 ,  $-    ," $109,766 ", $113 , $214 , $120 , $827 ," $121,369 "," $47,153 "," $3,262 "," $5,505 "," $1,276 "," $11,213 "," $4,113 "," $89,632 "," $19,392 "," $2,547 "," $23,724 ",,10,26,41st Round +, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
,,,,,,,,10,,,,,,,,,,," $31,496 ",,,,,,,,," $36,395 ",,,,,,,,," $26,603 ",,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,11,YEAR = ,11,  High School  ,,,,,,,,,  JUCO  ,,,,,,,,,  Undergrad  ,,,,,,,,,,11,YEAR = ,11,  High School  ,,,,,,,,,  JUCO  ,,,,,,,,,  Undergrad  ,,,,,,,,
,,,,,,,,11,,MLB $ Percentile,  C  ,  1B-DH  ,  2B  ,  3B  ,  SS  ,  OF  ,  LHP  ,  RHP  ,  ALL  ,  C  ,  1B-DH  ,  2B  ,  3B  ,  SS  ,  OF  ,  LHP  ,  RHP  ,  ALL  ,  C  ,  1B-DH  ,  2B  ,  3B  ,  SS  ,  OF  ,  LHP  ,  RHP  ,  ALL  ,,11,,MLB $ Percentile,  C  ,  1B-DH  ,  2B  ,  3B  ,  SS  ,  OF  ,  LHP  ,  RHP  ,  ALL  ,  C  ,  1B-DH  ,  2B  ,  3B  ,  SS  ,  OF  ,  LHP  ,  RHP  ,  ALL  ,  C  ,  1B-DH  ,  2B  ,  3B  ,  SS  ,  OF  ,  LHP  ,  RHP  ,  ALL  
,,,,,,,,11,1,1st,  $-    ,  $-    ,  $-    ,  $-    ," $293,578 ",  $-    ,  $-    ,  $-    ," $117,431 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,,11,1,1st," $56,065 "," $86,501 "," $15,013 "," $31,804 "," $293,578 "," $184,166 "," $102,385 "," $107,471 "," $117,431 "," $23,853 "," $2,936 "," $89,704 "," $15,808 "," $642,202 "," $471,822 "," $7,981,651 "," $183,486 "," $3,192,661 "," $134,792 "," $1,009,174 "," $623,853 "," $24,444 "," $12,813,456 "," $59,633 "," $593,468 "," $160,398 "," $1,048,670 "
,,,,,,,,11,2,2nd,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,,11,2,2nd," $26,944 "," $52,425 "," $1,411 "," $24,242 "," $134,954 "," $147,203 "," $71,594 "," $58,404 "," $87,033 "," $2,780 "," $2,288 "," $47,491 "," $3,028 "," $65,531 "," $113,701 "," $84,098 "," $150,718 "," $144,954 "," $91,743 "," $95,079 "," $27,523 "," $18,349 "," $85,627 "," $35,780 "," $511,395 "," $42,313 "," $198,777 "
,,,,,,,,11,3,3rd,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $3,670 "," $160,398 "," $48,853 ",,11,3,3rd," $9,174 "," $22,018 ", $63 ," $23,676 "," $114,679 "," $24,043 "," $69,662 "," $35,029 "," $37,423 ", $510 ," $1,223 "," $43,250 "," $1,966 "," $20,970 "," $49,541 "," $13,761 "," $73,394 "," $115,236 "," $26,055 "," $38,109 "," $22,936 "," $14,585 "," $77,763 "," $32,493 "," $196,592 "," $36,104 "," $161,578 "
,,,,,,,,11,4,4th,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,,11,4,4th," $8,340 "," $17,912 ", $-   ," $10,062 "," $66,667 "," $14,654 "," $49,423 "," $26,498 "," $34,842 ", $125 , $160 ," $34,495 ", $282 ," $18,015 "," $18,191 "," $10,485 "," $58,315 "," $58,480 "," $23,529 "," $24,465 "," $13,150 "," $13,228 "," $55,046 "," $18,211 "," $191,350 "," $35,585 "," $97,269 "
,,,,,,,,11,5,5th,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $198,777 ",,11,5,5th," $7,212 "," $6,990 ", $-   ," $8,744 "," $31,327 "," $13,578 "," $25,229 "," $21,625 "," $31,281 ", $118 , $-   ," $2,294 ", $-   ," $12,080 "," $9,670 "," $5,705 "," $8,967 "," $30,128 "," $15,360 "," $11,893 "," $12,888 "," $10,326 "," $30,656 "," $15,271 "," $79,511 "," $30,607 "," $48,853 "
,,,,,,,,11,6,6th - 10th,  $-    ,  $-    ,  $-    ,  $-    ," $114,679 ",  $-    ," $12,844 ",  $-    ," $28,872 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $1,009,174 ",  $-    , $917 ," $12,813,456 ",  $-    ," $79,511 ",  $-    ," $1,048,670 ",,11,6,6th - 10th," $6,446 "," $4,234 ", $-   ," $3,058 "," $28,440 "," $11,873 "," $23,670 "," $18,174 "," $28,872 ", $94 , $-   , $282 , $-   ," $5,794 "," $1,048 "," $3,617 "," $6,900 "," $24,614 "," $8,503 "," $10,759 "," $8,406 "," $4,154 "," $17,485 "," $10,026 "," $25,291 "," $29,682 "," $41,402 "
,,,,,,,,11,7,11th - 15th,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $191,350 "," $1,529 "," $37,717 ",,11,7,11th - 15th," $5,734 "," $3,456 ", $-   ," $2,867 "," $17,551 "," $11,049 "," $18,025 "," $17,778 "," $27,600 ", $-   , $-   , $-   , $-   , $324 , $815 ," $2,375 "," $3,531 "," $24,465 "," $7,671 "," $8,417 "," $6,315 "," $3,772 "," $15,498 "," $9,725 "," $21,674 "," $14,312 "," $37,717 "
,,,,,,,,11,8,16th - 20th,  $-    ,  $-    ,  $-    ,  $-    , $459 ,  $-    ,  $-    ," $6,116 "," $1,062 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    , $386 , $204 ,,11,8,16th - 20th," $4,635 "," $2,294 ", $-   , $87 ," $5,342 "," $8,308 "," $12,844 "," $16,592 "," $24,746 ", $-   , $-   , $-   , $-   , $73 , $498 ," $2,294 "," $2,823 "," $24,246 "," $7,613 "," $8,318 ", $354 ," $2,502 "," $13,923 "," $8,639 "," $18,349 "," $14,097 "," $32,722 "
,,,,,,,,11,9,End of 1st,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $2,698 ",  $-    ," $21,625 "," $12,063 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $73,394 "," $24,465 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $35,780 ",  $-    ," $29,682 "," $23,582 ",,11,9,End of 1st," $2,788 "," $2,007 ", $-   , $-   ," $2,370 "," $7,019 "," $6,813 "," $14,052 "," $21,707 ", $-   , $-   , $-   , $-   , $-   , $470 ," $1,861 "," $2,127 "," $19,573 "," $5,109 "," $6,067 ", $339 ," $2,117 "," $5,046 "," $8,478 "," $18,244 "," $12,952 "," $26,089 "
,,,,,,,,11,10,Beg of 2nd,  $-    ,  $-    ,  $-    ,  $-    ," $28,440 "," $184,166 "," $25,229 ",  $-    ," $87,033 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $7,981,651 ",  $-    ," $3,192,661 "," $91,743 ",  $-    ," $22,936 ",  $-    , $408 ," $2,446 "," $511,395 ",  $-    ," $161,578 ",,11,10,Beg of 2nd, $459 ," $1,835 ", $-   , $-   ," $1,240 "," $4,857 "," $5,933 "," $10,469 "," $18,446 ", $-   , $-   , $-   , $-   , $-   , $-   , $874 ," $1,355 "," $9,730 "," $4,564 "," $5,505 ", $-   , $917 ," $4,856 "," $7,568 "," $17,193 "," $12,359 "," $24,473 "
,,,,,,,,11,11,End of 2nd,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $24,043 ",  $-    ," $2,752 "," $6,912 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $623,853 ",  $-    ," $55,046 "," $59,633 "," $18,349 "," $35,585 "," $41,402 ",,11,11,End of 2nd, $175 , $222 , $-   , $-   ," $1,147 "," $4,299 "," $4,297 "," $8,574 "," $18,292 ", $-   , $-   , $-   , $-   , $-   , $-   , $459 , $386 ," $8,767 "," $2,879 "," $4,362 ", $-   , $-   ," $4,612 "," $5,559 "," $14,809 "," $11,148 "," $23,582 "
,,,,,,,,11,12,3rd Round," $9,174 "," $4,234 ",  $-    ," $2,867 "," $31,327 "," $1,699 ",  $-    ," $3,182 "," $8,421 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $1,048 ",  $-    ," $183,486 "," $144,954 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $593,468 "," $14,312 "," $97,269 ",,11,12,3rd Round, $110 , $90 , $-   , $-   , $510 ," $3,051 "," $3,655 "," $6,116 "," $12,063 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $183 ," $6,878 "," $1,835 "," $3,153 ", $-   , $-   ," $1,015 "," $5,251 "," $12,430 "," $11,130 "," $20,230 "
,,,,,,,,11,13,4th Round,  $-    ," $2,294 ",  $-    ,  $-    ," $66,667 ",  $-    ," $5,933 "," $26,498 "," $18,446 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    , $193 ,  $-    ,  $-    ," $2,502 "," $85,627 "," $15,271 "," $21,674 "," $30,607 "," $24,473 ",,11,13,4th Round, $-   , $-   , $-   , $-   , $465 ," $2,698 ", $449 ," $3,182 "," $9,194 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $6,563 ", $204 , $115 , $-   , $-   , $518 ," $3,162 "," $11,029 "," $7,835 "," $15,366 "
,,,,,,,,11,14,5th Round,  $-    ," $1,835 ",  $-    ,  $-    ," $17,551 "," $11,049 "," $102,385 "," $35,029 "," $24,746 ",  $-    ,  $-    ,  $-    ,  $-    ," $642,202 ",  $-    ,  $-    ," $2,823 "," $24,246 "," $134,792 ",  $-    ,  $-    ,  $-    ," $77,763 ",  $-    ," $25,291 "," $1,444 "," $26,089 ",,11,14,5th Round, $-   , $-   , $-   , $-   , $459 ," $2,414 ", $-   ," $2,752 "," $8,421 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $3,820 ", $193 , $-   , $-   , $-   , $408 ," $2,446 "," $8,282 "," $6,861 "," $11,267 "
,,,,,,,,11,15,6th Round," $8,340 ",  $-    ,  $-    ,  $-    ," $2,370 ", $382 ," $18,025 "," $18,174 "," $9,194 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $84,098 ",  $-    ," $24,614 ", $204 ," $24,465 ",  $-    ,  $-    ," $13,923 "," $9,725 "," $18,244 "," $12,359 "," $11,267 ",,11,15,6th Round, $-   , $-   , $-   , $-   , $41 ," $1,699 ", $-   ," $2,562 "," $7,841 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $2,676 ", $-   , $-   , $-   , $-   , $133 , $-   ," $8,108 "," $6,615 "," $11,048 "
,,,,,,,,11,16,7th Round," $5,734 ",  $-    ,  $-    ," $3,058 ",  $-    ," $1,251 ",  $-    ," $107,471 "," $34,842 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $49,541 "," $2,294 ",  $-    ," $8,767 "," $1,835 "," $8,318 ",  $-    ,  $-    ," $5,046 ",  $-    ," $196,592 "," $14,097 "," $32,722 ",,11,16,7th Round, $-   , $-   , $-   , $-   , $40 ," $1,251 ", $-   ," $1,009 "," $6,912 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $200 , $-   , $-   , $-   , $-   , $-   , $-   ," $6,545 "," $4,053 "," $11,033 "
,,,,,,,,11,17,8th Round," $56,065 "," $22,018 ",  $-    ,  $-    ,  $-    ," $4,299 "," $49,423 "," $16,592 "," $21,707 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    , $459 ,  $-    ," $3,820 "," $26,055 "," $5,505 ",  $-    ," $3,772 ",  $-    ," $18,211 "," $8,108 "," $42,313 "," $20,230 ",,11,17,8th Round, $-   , $-   , $-   , $-   , $-   , $382 , $-   , $653 ," $5,274 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $5,754 "," $1,529 "," $10,559 "
,,,,,,,,11,18,9th Round,  $-    ," $52,425 ",  $-    ,  $-    , $510 ," $8,308 ",  $-    ," $2,562 "," $5,069 ",  $-    ," $1,223 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    , $386 , $200 ,  $-    ," $95,079 ",  $-    ," $2,117 ",  $-    ,  $-    ," $12,430 "," $12,952 "," $11,033 ",,11,18,9th Round, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $565 ," $5,069 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $4,516 "," $1,444 "," $10,258 "
,,,,,,,,11,19,10th Round, $175 ," $86,501 ",  $-    ,  $-    ,  $-    ," $11,873 "," $23,670 "," $58,404 "," $27,600 ",  $-    ,  $-    ,  $-    ,  $-    ," $65,531 ", $815 ," $13,761 ", $183 ," $30,128 "," $23,529 "," $38,109 "," $27,523 ",  $-    ," $17,485 "," $8,639 "," $17,193 ", $413 ," $10,258 ",,11,19,10th Round, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $3,587 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $3,670 ", $413 ," $9,851 "
,,,,,,,,11,20,11th - 15th Round, $110 ,  $-    ,  $-    ,  $-    ," $134,954 "," $4,857 "," $69,662 "," $17,778 "," $31,281 "," $23,853 ",  $-    ," $34,495 ",  $-    ," $20,970 ",  $-    ,  $-    ," $3,531 "," $6,563 "," $7,671 "," $10,759 ", $339 ," $24,444 "," $4,612 "," $5,251 "," $4,516 "," $7,835 "," $7,070 ",,11,20,11th - 15th Round, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $2,419 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $2,569 ", $386 ," $7,699 "
,,,,,,,,11,21,16th - 20th Round," $7,212 ", $222 ,  $-    ," $24,242 "," $5,342 "," $147,203 ",  $-    ," $14,052 "," $37,423 ", $94 ,  $-    ," $43,250 "," $15,808 "," $12,080 "," $18,191 "," $2,375 "," $8,967 "," $9,730 "," $8,503 "," $8,417 "," $13,150 "," $18,349 "," $15,498 "," $10,026 "," $11,029 "," $6,861 "," $9,851 ",,11,21,16th - 20th Round, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $1,062 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $7,070 "
,,,,,,,,11,22,21st - 25th Round," $4,635 "," $6,990 ",  $-    ," $10,062 "," $1,240 "," $2,414 ", $449 ," $1,009 "," $2,419 "," $2,780 ",  $-    ," $2,294 "," $1,966 ", $324 ," $113,701 "," $3,617 "," $1,355 "," $19,573 "," $7,613 "," $3,153 ", $354 ," $14,585 ", $518 ," $7,568 "," $5,754 "," $36,104 "," $15,366 ",,11,22,21st - 25th Round, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $5,996 "
,,,,,,,,11,23,26th - 30th Round, $459 ," $17,912 "," $15,013 "," $23,676 "," $1,147 "," $13,578 "," $71,594 "," $10,469 "," $18,292 ", $125 ," $2,936 "," $47,491 ", $282 ," $5,794 "," $9,670 ", $874 ," $6,900 "," $6,878 "," $5,109 "," $6,067 "," $8,406 "," $10,326 "," $4,856 "," $3,162 "," $14,809 "," $4,053 "," $5,996 ",,11,23,26th - 30th Round, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $204 
,,,,,,,,11,24,31st - 35th Round," $2,788 "," $3,456 ",  $-    , $87 , $40 ," $7,019 "," $4,297 "," $8,574 "," $5,274 ", $510 ,  $-    ,  $-    ,  $-    ,  $-    , $498 ," $10,485 "," $2,127 "," $2,676 "," $2,879 "," $11,893 "," $12,888 "," $4,154 "," $1,015 "," $5,559 "," $8,282 "," $11,148 "," $7,699 ",,11,24,31st - 35th Round, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
,,,,,,,,11,25,36th - 40th Round," $6,446 ", $90 ," $1,411 "," $31,804 ", $465 ," $3,051 "," $6,813 ", $565 ," $3,587 ",  $-    , $160 , $282 ,  $-    ," $18,015 "," $471,822 "," $1,861 "," $58,315 "," $115,236 "," $15,360 ", $115 ,  $-    ,  $-    ," $30,656 "," $8,478 "," $6,545 "," $11,130 "," $10,559 ",,11,25,36th - 40th Round, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
,,,,,,,,11,26,41st Round +," $26,944 "," $2,007 ", $63 ," $8,744 ", $41 ," $14,654 "," $3,655 ", $653 ," $7,841 ", $118 ," $2,288 "," $89,704 "," $3,028 ", $73 , $470 ," $5,705 "," $150,718 "," $58,480 "," $4,564 "," $4,362 "," $6,315 "," $13,228 ", $133 ," $32,493 "," $2,569 "," $6,615 "," $11,048 ",,11,26,41st Round +, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
,,,,,,,,11,,,,,,,,,,," $15,363 ",,,,,,,,," $44,960 ",,,,,,,,," $18,419 ",,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,12,YEAR = ,12,  High School  ,,,,,,,,,  JUCO  ,,,,,,,,,  Undergrad  ,,,,,,,,,,12,YEAR = ,12,  High School  ,,,,,,,,,  JUCO  ,,,,,,,,,  Undergrad  ,,,,,,,,
,,,,,,,,12,,MLB $ Percentile,  C  ,  1B-DH  ,  2B  ,  3B  ,  SS  ,  OF  ,  LHP  ,  RHP  ,  ALL  ,  C  ,  1B-DH  ,  2B  ,  3B  ,  SS  ,  OF  ,  LHP  ,  RHP  ,  ALL  ,  C  ,  1B-DH  ,  2B  ,  3B  ,  SS  ,  OF  ,  LHP  ,  RHP  ,  ALL  ,,12,,MLB $ Percentile,  C  ,  1B-DH  ,  2B  ,  3B  ,  SS  ,  OF  ,  LHP  ,  RHP  ,  ALL  ,  C  ,  1B-DH  ,  2B  ,  3B  ,  SS  ,  OF  ,  LHP  ,  RHP  ,  ALL  ,  C  ,  1B-DH  ,  2B  ,  3B  ,  SS  ,  OF  ,  LHP  ,  RHP  ,  ALL  
,,,,,,,,12,1,1st,  $-    ,  $-    ,  $-    ,  $-    ," $275,229 ",  $-    ,  $-    ,  $-    ," $137,615 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,,12,1,1st," $293,578 "," $10,204 "," $293,578 "," $660,550 "," $275,229 "," $202,042 "," $139,491 "," $275,229 "," $264,220 "," $7,254 "," $21,713 "," $246,560 "," $23,242 "," $7,136 "," $129,706 "," $35,321 "," $114,679 "," $53,517 "," $218,913 "," $2,079,511 "," $917,431 "," $86,239 "," $48,996 "," $54,322 "," $1,075,688 "," $672,783 "," $229,358 "
